"Pasture_Patch_Year","Patch","Pasture","Year","Treatment","Herbicide.Treatment","Composite.Variable","CSG","WSG","Fescue","Forbs","Legumes","Woody","Bare","Litter","Seedmix","Robel","Panic","LitDep","Hvy.Fesc","Hvy.CSG","Hvy.WSG"
"GIL_N_2015","GIL_N","GIL","15","GB","Spr","15-Spr",14.3103448275862,56.3793103448276,2.96551724137931,25.9655172413793,5.44827586206897,0.655172413793103,77.1724137931034,17.5172413793103,0.0344827586206897,0.517241379310345,0.344827586206897,0.224137931034483,0,0,16
"GIL_N_2016","GIL_N","GIL","16","GB","Spr","16-Spr",30.5,5.73333333333333,6.86666666666667,46.8,12.8666666666667,4.43333333333333,6.36666666666667,88.0333333333333,0.0333333333333333,3.10833333333333,0.5,1.46666666666667,1,0,0
"GIL_N_2017","GIL_N","GIL","17","GB","Spr","17-Spr",30.375,5.375,12.25,36.875,14.9583333333333,1.375,7.45833333333333,87.0833333333333,0,3.625,0.291666666666667,1.41666666666667,0,0,0
"GIL_N_2018","GIL_N","GIL","18","GB","Spr","18-Spr",35.8666666666667,15.7,10.4666666666667,29.1333333333333,11.6666666666667,0.1,22.5666666666667,71.0333333333333,0.0333333333333333,2.70833333333333,0.433333333333333,1.53333333333333,0,3,1
"GIL_S_2015","GIL_S","GIL","15","GB","Con","15-Con",14.0666666666667,3.36666666666667,68.0333333333333,22.3666666666667,10.7,4.36666666666667,32.4333333333333,60.6666666666667,0.0666666666666667,1.30833333333333,0,0.65,15,1,0
"GIL_S_2016","GIL_S","GIL","16","GB","Con","16-Con",15.9666666666667,10.9333333333333,35.4,43.5,13.1,4.56666666666667,46.5666666666667,38.2,0.1,2.95,0.0666666666666667,0.591666666666667,4,0,0
"GIL_S_2017","GIL_S","GIL","17","GB","Con","17-Con",32.2142857142857,9.89285714285714,36.6071428571429,32.1785714285714,26.4285714285714,1.46428571428571,4.57142857142857,93.7142857142857,0.25,6.16071428571429,0,1.41071428571429,4,5,1
"GIL_S_2018","GIL_S","GIL","18","GB","Con","18-Con",19.1666666666667,3.73333333333333,45.7333333333333,25.6333333333333,6.1,6.66666666666667,3.53333333333333,94,0.1,2.95,0.0666666666666667,1.63333333333333,4,0,0
"LTR_C_2015","LTR_C","LTR","15","GB","Spr","15-Spr",22.8333333333333,21,20.5,27.7333333333333,18.3666666666667,5.4,63.0333333333333,20.8333333333333,0.0333333333333333,3.29166666666667,0.566666666666667,0,3,1,2
"LTR_C_2016","LTR_C","LTR","16","GB","Spr","16-Spr",11.4,12,13.8666666666667,32.1333333333333,14.2666666666667,2,29.3333333333333,63.9,0.0666666666666667,2.24166666666667,0.533333333333333,0.308333333333333,0,0,0
"LTR_C_2017","LTR_C","LTR","17","GB","Spr","17-Spr",13.8666666666667,21.2333333333333,13.8333333333333,28.5,14.5333333333333,1.86666666666667,23.6666666666667,72,0.0333333333333333,1.70833333333333,0.5,0.566666666666667,0,0,0
"LTR_C_2018","LTR_C","LTR","18","GB","Spr","18-Spr",15.1333333333333,26.3666666666667,15.8666666666667,43.3666666666667,10.2,1.5,71.0666666666667,20.1333333333333,0.166666666666667,2.51666666666667,0.333333333333333,0.05,0,1,0
"LTR_E_2015","LTR_E","LTR","15","GB","SnS","15-SnS",36.2333333333333,6.43333333333333,9.53333333333333,38.3333333333333,21.9,3.33333333333333,74.3333333333333,13.2666666666667,0.0333333333333333,3.53333333333333,0.566666666666667,0,1,3,0
"LTR_E_2016","LTR_E","LTR","16","GB","SnS","16-SnS",11.8333333333333,9.06666666666667,9.1,37.6666666666667,18.7333333333333,0.2,31.4,55.6333333333333,0,1.86666666666667,0.5,0.241666666666667,0,0,0
"LTR_E_2017","LTR_E","LTR","17","GB","SnS","17-SnS",13.5,14.7,16.9666666666667,31,24.9,0.2,19.8666666666667,70.1,0.0333333333333333,1.75833333333333,0.366666666666667,0.366666666666667,0,0,0
"LTR_E_2018","LTR_E","LTR","18","GB","SnS","18-SnS",25.1,11.9333333333333,19.7666666666667,50.8666666666667,14.6666666666667,0.5,50.6666666666667,31.9,0.133333333333333,2.725,0.666666666666667,0.1,0,1,0
"LTR_W_2015","LTR_W","LTR","15","GB","Con","15-Con",16.1333333333333,37.4333333333333,12.8,13.8333333333333,18.6,1.93333333333333,56.4333333333333,30,0.0333333333333333,2.16666666666667,0.566666666666667,0.00833333333333333,1,0,2
"LTR_W_2016","LTR_W","LTR","16","GB","Con","16-Con",10.5333333333333,25.7,8.8,16.3,5.7,0.7,9.33333333333333,83.7666666666667,0.0666666666666667,1.83333333333333,0.766666666666667,0.958333333333333,0,0,0
"LTR_W_2017","LTR_W","LTR","17","GB","Con","17-Con",3.6875,33.4375,12.75,15.375,11.375,0.3125,15.25,71.375,0,1.078125,0.3125,0.78125,0,0,0
"LTR_W_2018","LTR_W","LTR","18","GB","Con","18-Con",8.06666666666667,33.5,11.4666666666667,21.4333333333333,17.3333333333333,3.8,64.4333333333333,25.6666666666667,0.0333333333333333,1.275,0.233333333333333,0.0833333333333333,0,0,1
"PYW_C_2015","PYW_C","PYW","15","GB","Spr","15-Spr",7.26666666666667,13.8,6.16666666666667,35.7666666666667,33.0666666666667,4.23333333333333,10.8,0.233333333333333,0.0333333333333333,3.85833333333333,0.8,0,0,0,0
"PYW_C_2016","PYW_C","PYW","16","GB","Spr","16-Spr",19.9333333333333,11.0333333333333,14.9666666666667,35.9,19.3,1.16666666666667,11.8,77.0666666666667,0.0333333333333333,3.65,0.466666666666667,0.616666666666667,2,1,0
"PYW_C_2017","PYW_C","PYW","17","GB","Spr","17-Spr",8.76666666666667,12.2666666666667,8.73333333333333,30.2333333333333,31.4666666666667,4,12.1666666666667,74.1,0.166666666666667,3.88333333333333,0.533333333333333,1.86666666666667,0,0,0
"PYW_C_2018","PYW_C","PYW","18","GB","Spr","18-Spr",27.1666666666667,18.7666666666667,13.4333333333333,30.3333333333333,18.8666666666667,1.5,41.7666666666667,48.2,0.0333333333333333,3.95,0.3,0.183333333333333,0,0,0
"PYW_N_2015","PYW_N","PYW","15","GB","SnS","15-SnS",9.5,10.7666666666667,9.23333333333333,28.9666666666667,38.6,0.1,17.1666666666667,0,0,2.74166666666667,0.7,0,0,0,0
"PYW_N_2016","PYW_N","PYW","16","GB","SnS","16-SnS",34.5666666666667,15.8666666666667,13,31.2333333333333,25.6333333333333,0.133333333333333,30.6,62.8333333333333,0.0333333333333333,2.69166666666667,0.166666666666667,1.34166666666667,0,2,0
"PYW_N_2017","PYW_N","PYW","17","GB","SnS","17-SnS",7.76666666666667,9.13333333333333,8.2,12.7666666666667,58.6,0.533333333333333,4.8,92,0,2.38333333333333,0.366666666666667,1.76666666666667,0,0,0
"PYW_N_2018","PYW_N","PYW","18","GB","SnS","18-SnS",18.2,24.2666666666667,10.7333333333333,29.1,26.1333333333333,0,64.7666666666667,20.7,0,2.825,0.366666666666667,0.0166666666666667,0,0,0
"PYW_S_2015","PYW_S","PYW","15","GB","Con","15-Con",10.3666666666667,4.26666666666667,37.1,8.73333333333333,41.1333333333333,0.733333333333333,4.83333333333333,3.8,0,2.18333333333333,0.4,0.0333333333333333,2,0,0
"PYW_S_2016","PYW_S","PYW","16","GB","Con","16-Con",17.4666666666667,8.16666666666667,49.2666666666667,15.9,27.0666666666667,1.8,10.0333333333333,77.8333333333333,0.0666666666666667,2.33333333333333,0.466666666666667,1.33066666666667,5,1,0
"PYW_S_2017","PYW_S","PYW","17","GB","Con","17-Con",8.14285714285714,10.4285714285714,6.71428571428571,19.1428571428571,28.5714285714286,0,4.28571428571429,87.8571428571429,0.142857142857143,2.96428571428571,0.428571428571429,1.85714285714286,0,0,0
"PYW_S_2018","PYW_S","PYW","18","GB","Con","18-Con",25.7333333333333,16.5,23,24.7666666666667,35.5666666666667,1.9,20.7666666666667,65.9333333333333,0.0666666666666667,3.16666666666667,0.333333333333333,0.5,0,0,0
"RC2_C_2015","RC2_C","RC2","15","None","Spr","15-Spr",33.1333333333333,3.16666666666667,6.6,57.7333333333333,26.8666666666667,0,63.3666666666667,33.4,0.1,6.68333333333333,0.0333333333333333,0.8,0,3,0
"RC2_C_2016","RC2_C","RC2","16","None","Spr","16-Spr",40.2666666666667,0.3,9.8,43.6,20.6333333333333,0.533333333333333,28.1666666666667,65.3,0.0333333333333333,7.425,0,2.05833333333333,1,4,0
"RC2_C_2017","RC2_C","RC2","17","None","Spr","17-Spr",27.4666666666667,0.166666666666667,7.16666666666667,25.6666666666667,34.0666666666667,2.63333333333333,8.8,88.4666666666667,0,6.63333333333333,0.0333333333333333,5.01666666666667,0,1,0
"RC2_C_2018","RC2_C","RC2","18","None","Spr","18-Spr",30.6,3,7.66666666666667,29.6666666666667,36.4666666666667,0.533333333333333,28.3,61.9666666666667,0,4.83333333333333,0.0666666666666667,1.13333333333333,0,1,0
"RC2_N_2015","RC2_N","RC2","15","None","SnS","15-SnS",33.3,10.6333333333333,4.13333333333333,51.4333333333333,20.2666666666667,1.26666666666667,41.3333333333333,58.8333333333333,0,5.38333333333333,0.133333333333333,0.6,0,1,1
"RC2_N_2016","RC2_N","RC2","16","None","SnS","16-SnS",29.3333333333333,15.7,7.06666666666667,43.9666666666667,26.6,0,8.06666666666667,89.3,0.133333333333333,6.56666666666667,0.0333333333333333,4.875,0,0,0
"RC2_N_2017","RC2_N","RC2","17","None","SnS","17-SnS",13.1,22,4.3,20.5666666666667,27.1666666666667,0.133333333333333,8.33333333333333,91.6333333333333,0,5.46666666666667,0.0666666666666667,6.06666666666667,0,0,0
"RC2_N_2018","RC2_N","RC2","18","None","SnS","18-SnS",23.0666666666667,42.2333333333333,4.33333333333333,30.6,26.7666666666667,0.533333333333333,41.3,48.2333333333333,0.1,4.825,0.0333333333333333,0.883333333333333,0,0,5
"RC2_S_2015","RC2_S","RC2","15","None","Con","15-Con",45.4,0.3,22.4,38.8666666666667,35.7666666666667,3.9,68.3333333333333,25.6666666666667,0.2,10.5166666666667,0.0666666666666667,1.11666666666667,1,5,0
"RC2_S_2016","RC2_S","RC2","16","None","Con","16-Con",55.3666666666667,0,24.6666666666667,27.3333333333333,11.9333333333333,0.666666666666667,8.7,86.4666666666667,0,7.15,0.0333333333333333,4.31666666666667,1,9,0
"RC2_S_2017","RC2_S","RC2","17","None","Con","17-Con",39.1333333333333,0.5,15.6666666666667,14.9666666666667,10.1,0.633333333333333,6.46666666666667,91.6666666666667,0,5.43333333333333,0,5.4,0,0,0
"RC2_S_2018","RC2_S","RC2","18","None","Con","18-Con",54.0333333333333,0,12.4666666666667,16.1,17.4,0.533333333333333,10.5333333333333,87.3,0,4.125,0.0333333333333333,2.48333333333333,0,6,0
"STE_N_2015","STE_N","STE","15","GB","Spr","15-Spr",36.6,3.6,44.7,15.3,12.0333333333333,3.53333333333333,12.6,74.1666666666667,0,2.175,0.466666666666667,1.475,6,2,0
"STE_N_2016","STE_N","STE","16","GB","Spr","16-Spr",22.1,7.7,33.6333333333333,35.0666666666667,24.5,0.1,67.4,17.8333333333333,0.1,4.09166666666667,0.0333333333333333,0.175,6,0,1
"STE_N_2017","STE_N","STE","17","GB","Spr","17-Spr",14.1555555555556,9.24444444444444,24.6444444444444,25.8,36.9777777777778,0,26.7777777777778,71.7111111111111,0.0444444444444444,4.59444444444444,0.177777777777778,1.2,1,0,0
"STE_N_2018","STE_N","STE","18","GB","Spr","18-Spr",9.13333333333333,12,24.0333333333333,16.1666666666667,41.9,0.533333333333333,8.63333333333333,86.5333333333333,0,2.44166666666667,0.1,3.4,1,0,0
"STE_S_2015","STE_S","STE","15","GB","SnS","15-SnS",47.3,2.96666666666667,62.3333333333333,16.4666666666667,11.4333333333333,1.06666666666667,6,67.1666666666667,0,3.525,0.5,4.25833333333333,9,1,0
"STE_S_2016","STE_S","STE","16","GB","SnS","16-SnS",31.5333333333333,5.63333333333333,19.9333333333333,52.3333333333333,30.5333333333333,0.766666666666667,63.8333333333333,27.4,0.0333333333333333,4.91666666666667,0,0.158333333333333,1,0,0
"STE_S_2017","STE_S","STE","17","GB","SnS","17-SnS",16.5333333333333,5.13333333333333,17.1333333333333,32.8666666666667,42.2666666666667,0.133333333333333,19,76.3333333333333,0.2,6.33333333333333,0.133333333333333,2.01666666666667,0,0,0
"STE_S_2018","STE_S","STE","18","GB","SnS","18-SnS",26.2666666666667,5.9,19.5333333333333,21.1333333333333,64.3333333333333,0,13.6,79.1666666666667,0.133333333333333,4.31666666666667,0.0666666666666667,2.18333333333333,0,0,0
"STE_W_2015","STE_W","STE","15","GB","Con","15-Con",18.6666666666667,4.9,55.8666666666667,15.9333333333333,7.73333333333333,5.16666666666667,8.6,87.3666666666667,0,3.71666666666667,0.366666666666667,3.03333333333333,13,1,0
"STE_W_2016","STE_W","STE","16","GB","Con","16-Con",17.1,10.6333333333333,48.8,23.1,18.2666666666667,2.66666666666667,72.2666666666667,19.9333333333333,0.0333333333333333,3.28333333333333,0.166666666666667,0.408333333333333,6,0,0
"STE_W_2017","STE_W","STE","17","GB","Con","17-Con",13.9666666666667,4.03333333333333,38.2,16.3,23.6666666666667,2.43333333333333,3,92.4333333333333,0.0666666666666667,4.55833333333333,0.133333333333333,2.2,1,0,0
"STE_W_2018","STE_W","STE","18","GB","Con","18-Con",21.8,14.7,31.8333333333333,12.6,25.5666666666667,0,9.4,79.5666666666667,0,3.76666666666667,0.0666666666666667,1.78333333333333,1,0,0
